"id_lp_destino","Id_1000","v_destino","id_lp_tipo_destino","id_lp_destino_superior","id_pare_1000","id_lp_continente","v_coordenadas_google","i_zoom","v_coordenadas_mapa","v_link_foro","v_link_evaneos","t_booking","v_fuente","t_palabras_clave"
63,1063,"Grecia",1,"NULL","NULL",3,"39.074208,21.824311999999964",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/grecia","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;83&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-grecia-es-view&#39; data-label_out=&#39;lpes-sb-grecia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Grecia 6 (marzo del 2012)","Guía de viaje a Grecia, viajar a Grecia, Guía para viajar a Grecia, viajes Europa, recomendaciones de viaje, lonely planet"
65,1065,"India",1,"NULL","NULL",4,"20.593684,78.96288000000004",2,"442, 173","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/india","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;98&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-india-es-view&#39; data-label_out=&#39;lpes-sb-india-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a India, viajar a India, Guía para viajar a India, viajes Asia, recomendaciones de viaje, lonely planet"
66,1066,"Islandia",1,"NULL","NULL",3,"64.963051,-19.020835000000034",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/islandia","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;97&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-islandia-es-view&#39; data-label_out=&#39;lpes-sb-islandia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Países escandinavos 5 (octubre del 2011)","Guía de viaje a islandia, viajar a islandia, Guía para viajar a islandia, Guía de viaje a países escandinavos, viajar a países escandinavos, Guía para viajar a países escandinavos, viajar a escandinavia, viajar por escandinavia, ir a escandinavia, viajes Europa, recomendaciones de viaje, lonely planet"
67,1067,"Islas Feroe",1,"NULL","NULL",3,"61.89263500000001,-6.91180600000007",7,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/islas-feroe","NULL","Países escandinavos 5 (octubre del 2011)","Guía de viaje a las islas feroe, viajar a islas feroe, Guía para viajar a las islas feroe, Guía de viaje a países escandinavos, viajar a países escandinavos, Guía para viajar a países escandinavos, viajar a escandinavia, viajar por escandinavia, ir a escandinavia, viajes Europa, recomendaciones de viaje, lonely planet"
68,1068,"Italia",1,"NULL","NULL",3,"41.87194,12.567379999999957",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;104&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-italia-es-view&#39; data-label_out=&#39;lpes-sb-italia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Italia 6 (febrero del 2012)","Guía de viaje a Italia, viajar a Italia, Guía para viajar a Italia, viajes Europa, recomendaciones de viaje, lonely planet"
75,1075,"Japón",1,"NULL","NULL",4,"36.204824,138.252924",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/japon","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;106&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-japon-es-view&#39; data-label_out=&#39;lpes-sb-japon-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Japón, viajar a Japón, Guía para viajar a Japón, viajes Asia, recomendaciones de viaje, lonely planet"
77,1077,"Letonia",1,"NULL","NULL",3,"56.879635,24.60318899999993",6,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/letonia","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;116&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-letonia-es-view&#39; data-label_out=&#39;lpes-sb-letonia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Letonia, viajar a Letonia, Guía para viajar a Letonia, viajes Europa, viajes a países bálticos, recomendaciones de viaje, lonely planet"
78,1078,"Lituania",1,"NULL","NULL",3,"55.169438,23.88127499999996",6,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/lituania","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;122&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-lituania-es-view&#39; data-label_out=&#39;lpes-sb-lituania-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Estonia, Letonia y Lituania 2 (junio del 2012)","Guía de viaje a Lituania, viajar a Lituania, Guía para viajar a Lituania, viajes Europa, viajes a países bálticos, recomendaciones de viaje, lonely planet"
79,1079,"Namibia",1,"NULL","NULL",5,"-22.95764,18.490409999999997",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/namibia","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;146&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-namibia-es-view&#39; data-label_out=&#39;lpes-sb-namibia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Sur de África 2 (marzo del 2010)","Guía de viaje a Namibia, viajar a Namibia, Guía para viajar a Namibia, viajes Afríca, recomendaciones de viaje, lonely planet"
80,1080,"Nepal",1,"NULL","NULL",4,"28.394857,84.124008",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/nepal","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;148&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-nepal-es-view&#39; data-label_out=&#39;lpes-sb-nepal-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Nepal, viajar a Nepal, Guía para viajar a Nepal, viajes Asia, recomendaciones de viaje, lonely planet"
81,1081,"Noruega",1,"NULL","NULL",3,"60.47202399999999,8.46894599999996",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/noruega","NULL","Países escandinavos 5 (octubre del 2011)","Guía de viaje a Noruega, viajar a Noruega, Guía para viajar a Noruega, viajes Europa, viajes a países escandinavos, viajar a escandinavia, recomendaciones de viaje, lonely planet"
82,1082,"Nueva Zelanda",1,"NULL","NULL",6,"-40.900557,174.88597100000004",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Nueva Zelanda 2 (septiembre del 2010)","Guía de viaje a Nueva Zelanda, viajar a Nueva Zelanda, Guía para viajar a Nueva Zelanda, viajes oceanía, recomendaciones de viaje, lonely planet"
83,1083,"Omán",1,"NULL","NULL",4,"21.512583,55.923254999999926",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;160&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-oman-es-view&#39; data-label_out=&#39;lpes-sb-oman-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Omán, viajar a Omán, Guía para viajar a Omán, viajes Asia, recomendaciones de viaje, lonely planet, viajar a emiratos arábes, viajar a oriente medio"
84,1084,"Paraguay",1,"NULL","NULL",2,"-23.442503,-58.443831999999986",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sudamérica para mochileros (agosto del 2013)","Guía de viaje a paraguay, viajar a paraguay, Guía para viajar a paraguay, viajes América, recomendaciones de viaje, lonely planet"
85,1085,"Perú",1,"NULL","NULL",2,"-9.189967,-75.015152",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/peru","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;167&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-londres-es-view&#39; data-label_out=&#39;lpes-sb-londres-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Sudamérica para mochileros (agosto del 2013)","Guía de viaje a perú, viajar a perú, Guía para viajar a perú, viajes América, recomendaciones de viaje, lonely planet"
86,1086,"Polonia",1,"NULL","NULL",3,"51.919438,19.14513599999998",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/polonia","NULL","Polonia 3 (abril del 2012)","Guía de viaje a polonia, viajar a polonia, Guía para viajar a polonia, viajes Europa, recomendaciones de viaje, lonely planet"
87,1087,"Qatar",1,"NULL","NULL",4,"25.354826,51.183884000000035",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","NULL","Guía de viaje a Qatar, viajar a Qatar, Guía para viajar a Qatar, viajes Asia, recomendaciones de viaje, lonely planet"
88,1088,"Rumanía",1,"NULL","NULL",3,"45.943161,24.966760000000022",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/rumania","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;175&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-rumania-es-view&#39; data-label_out=&#39;lpes-sb-rumania-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Rumanía y Bulgaria 1 (septiembre del 2013)","viajar a Rumanía, guía de viaje a Rumanía, guía para viajar a Rumanía, ir a Rumanía, viajes Europa, lonely planet, recomendaciones de viaje, "
89,1089,"Rusia",1,"NULL","NULL",3,"61.52401,105.31875600000001",2,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/rusia","NULL","Rusia 2 (marzo del 2009)","viajar a Rusia, guía de viaje a Rusia, guía para viajar a Rusia, viajes Europa, lonely planet, recomendaciones de viaje, "
92,1092,"Senegal",1,"NULL","NULL",5,"14.497401,-14.452361999999994",6,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/senegal","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;187&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-senegal-es-view&#39; data-label_out=&#39;lpes-sb-senegal-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Gambia y Senegal 2 (septiembre del 2009)","Guía de viaje a Senegal, viajar a Senegal, Guía para viajar a Senegal, viajes Afríca, recomendaciones de viaje, lonely planet"
93,1093,"Suazilandia",1,"NULL","NULL",5,"-26.522503,31.465866000000005",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Suazilandia, viajar a Suazilandia, Guía para viajar a Suazilandia, viajes Afríca, recomendaciones de viaje, lonely planet"
94,1094,"Sudáfrica",1,"NULL","NULL",5,"-30.559482,22.937505999999985",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/sudafrica","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Sudáfrica, viajar a Sudáfrica, Guía para viajar a Sudáfrica, viajes Afríca, recomendaciones de viaje, lonely planet"
95,1095,"Suecia",1,"NULL","NULL",3,"60.12816100000001,18.643501000000015",3,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Países escandinavos 5 (octubre del 2011)","viajar a suecia, guía de viaje a suecia, guía para viajar a suecia, viajar a escandinavia, guía de viaje a escandinavia, guía para viajar a escandinavia, viajar a los países escandinavos, guía de viaje a los países escandinavos, guía para viajar a los países escandinavos, viajes Europa, lonely planet, recomendaciones de viaje, "
96,1096,"Surinam",1,"NULL","NULL",2,"3.919305,-56.027783",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sudamérica para mochileros (agosto del 2013)","Guía de viaje a surinam, viajar a surinam, Guía para viajar a surinam, viajes América, recomendaciones de viaje, lonely planet"
97,1097,"Tanzania",1,"NULL","NULL",5,"-6.369028,34.888822000000005",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/tanzania","NULL","Tanzania 4 (junio del 2012)","Guía de viaje a Tanzania, viajar a Tanzania, Guía para viajar a Tanzania, viajes Afríca, recomendaciones de viaje, lonely planet"
98,1098,"Túnez",1,"NULL","NULL",5,"33.886917,9.537499000000025",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/tunez","NULL","Túnez 2 (enero del 2010)","Guía de viaje a túnez, viajar a Túnez, Guía para viajar a Túnez, viajes Afríca, recomendaciones de viaje, lonely planet"
99,1099,"Turquía",1,"NULL","NULL",4,"38.963745,35.243322000000035",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/turquia","NULL","Turquía 6 (marzo del 2011)","Guía de viaje a Turquía, viajar a Turquía, Guía para viajar a Turquía, viajes asia, recomendaciones de viaje, lonely planet"
101,1101,"Uruguay",1,"NULL","NULL",2,"-32.522779,-55.76583500000004",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/uruguay","NULL","Sudamérica (agosto del 2013)","Guía de viaje a Uruguay, viajar a Uruguay, Guía para viajar a Uruguay, viajes América del sur, viajes sudamérica, recomendaciones de viaje, lonely planet"
102,1102,"Venezuela",1,"NULL","NULL",2,"6.42375,-66.58973000000003",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/venezuela","NULL","NULL","Guía de viaje a Venezuela, viajar a Venezuela, Guía para viajar a Venezuela, viajes América, recomendaciones de viaje, lonely planet"
103,1103,"Yemen",1,"NULL","NULL",4,"15.552727,48.516388000000006",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Arabia Saudí, Bahréin, los EUA, Kuwait, Omán, Qatar y Yemen 1 (septiembre del 2010)","Guía de viaje a Yemen, viajar a Yemen, Guía para viajar a Yemen, viajes asia, recomendaciones de viaje, lonely planet"
104,1104,"Zambia",1,"NULL","NULL",5,"-13.133897,27.849332000000004",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Zambia, viajar a Zambia, Guía para viajar a Zambia, viajes Afríca, recomendaciones de viaje, lonely planet"
105,1105,"Zimbabue",1,"NULL","NULL",5,"-19.015438,29.154856999999993",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Zimbabue, viajar a Zimbabue, Guía para viajar a Zimbabue, viajes Afríca, recomendaciones de viaje, lonely planet"
106,1106,"Bolivia",1,"NULL","NULL",2,"-16.290154,-63.58865300000002",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/bolivia","NULL","NULL","Guía de viaje a Bolivia, viajar a Bolivia, Guía para viajar a Bolivia, viajes América del sur, viajes sudamérica, recomendaciones de viaje, lonely planet"
107,1107,"México",1,"NULL","NULL",1,"23.634501,-102.55278399999997",4,"125, 168","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/mexico","NULL","México 5 (septiembre del 2010)","Guía de viaje a México, viajar a México, Guía para viajar a México, viajes América, recomendaciones de viaje, lonely planet"
112,1112,"Marruecos",1,"NULL","NULL",5,"31.791702,-7.092620000000011",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/marruecos","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;143&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-marruecos-es-view&#39; data-label_out=&#39;lpes-sb-marruecos-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Marruecos, viajar a Marruecos, Guía para viajar a Marruecos, viajes Afríca, recomendaciones de viaje, lonely planet"
114,1114,"España",1,"NULL","NULL",3,"40.46366700000001,-3.7492200000000366",3,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","junio del 2012","Guía de viaje a España, viajar a España, Guía para viajar a España, viajes Europa, recomendaciones de viaje, lonely planet"
117,1117,"Inglaterra",1,"NULL","NULL",3,"52.3555177,-1.1743197000000691",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","febrero del 2012","Guía de viaje a Inglaterra, viajar a Inglaterra, Guía para viajar a Inglaterra, Guía de viaje a Gran Bretaña, viajar a Gran Bretaña, Guía para viajar a Gran Bretaña, viajes Europa, recomendaciones de viaje, lonely planet"
118,1118,"Países Bajos",1,"NULL","NULL",3,"52.132633,5.2912659999999505",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","febrero del 2012","Guía de viaje a países bajos, viajar a países bajos, Guía para viajar a países bajos, viajes Europa, viajes a holanda, ir a holanda, viajar a holanda, recomendaciones de viaje, lonely planet"
119,1119,"Hungría",1,"NULL","NULL",3,"47.162494,19.50330400000007",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","febrero del 2012","Guía de viaje a Hungría, viajar a Hungría, Guía para viajar a Hungría, viajes Europa, recomendaciones de viaje, lonely planet"
120,1120,"República Checa",1,"NULL","NULL",3,"49.81749199999999,15.472962000000052",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","febrero del 2012","guía de viaje a la República Checa, viajar a la República Checa, Guía para viajar a la República Checa, viajes Europa, recomendaciones de viaje, lonely planet"
127,1127,"Tailandia",1,"NULL","NULL",4,"15.870032,100.99254100000007",3,"487, 181","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/tailandia","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;209&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-tailandia-es-view&#39; data-label_out=&#39;lpes-sb-tailandia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Sureste asiático 3 (julio del 2012)","Guía de viaje a Tailandia, viajar a Tailandia, Guía para viajar a Tailandia, viajes asia, recomendaciones de viaje, lonely planet"
